block group ID,median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
9186, 320900.0, 5.6798, 4.0, 17313.0, 3224.0, 6902.0, 2707.0, 34.41, -118.56
9187, 323300.0, 6.8419, 16.0, 8726.0, 1317.0, 3789.0, 1279.0, 34.39, -118.55
9188, 329500.0, 6.6916, 2.0, 5989.0, 883.0, 1787.0, 613.0, 34.38, -118.61
9189, 14999.0, 4.1932, 52.0, 803.0, 267.0, 628.0, 225.0, 34.24, -117.86
9190, 162500.0, 3.9583, 52.0, 433.0, 69.0, 147.0, 53.0, 34.23, -118.12
9191, 191700.0, 1.9875, 52.0, 102.0, 29.0, 54.0, 32.0, 34.32, -118.35
9192, 183000.0, 4.1125, 39.0, 1622.0, 355.0, 903.0, 314.0, 34.3, -118.38
9193, 375000.0, 4.5491, 34.0, 503.0, 99.0, 275.0, 68.0, 34.36, -118.29
9194, 179500.0, 2.3482, 26.0, 4047.0, 702.0, 571.0, 199.0, 37.34, -119.53
9195, 214300.0, 3.5893, 14.0, 362.0, 78.0, 88.0, 39.0, 37.32, -119.51
9196, 114600.0, 3.0924, 14.0, 2391.0, 451.0, 798.0, 308.0, 37.29, -119.56
9197, 95600.0, 2.9449, 17.0, 3538.0, 726.0, 1603.0, 629.0, 37.21, -119.45
9198, 106300.0, 3.55, 17.0, 1280.0, 254.0, 707.0, 267.0, 37.09, -119.65
9199, 106500.0, 3.5446, 19.0, 3273.0, 611.0, 1164.0, 481.0, 37.39, -119.59
9200, 124100.0, 2.7813, 10.0, 2106.0, 410.0, 1003.0, 397.0, 37.39, -119.66
9201, 119800.0, 3.1326, 13.0, 2307.0, 386.0, 925.0, 347.0, 37.35, -119.68
9202, 103700.0, 2.6071, 16.0, 2131.0, 424.0, 989.0, 369.0, 37.38, -119.72
9203, 122300.0, 2.3565, 11.0, 2161.0, 448.0, 820.0, 405.0, 37.32, -119.65
9204, 104400.0, 2.8393, 15.0, 2654.0, 530.0, 1267.0, 489.0, 37.31, -119.64
9205, 137500.0, 2.625, 13.0, 1722.0, 325.0, 712.0, 269.0, 37.29, -119.6
9206, 147800.0, 3.0224, 7.0, 3389.0, 621.0, 1268.0, 474.0, 37.33, -119.62
9207, 94400.0, 3.625, 17.0, 2171.0, 389.0, 1042.0, 375.0, 37.23, -119.91
9208, 80700.0, 3.375, 8.0, 828.0, 168.0, 413.0, 146.0, 37.1, -119.85
9209, 96100.0, 2.8167, 10.0, 3113.0, 589.0, 1508.0, 512.0, 37.19, -119.68
9210, 113600.0, 4.1099, 8.0, 5212.0, 872.0, 2383.0, 857.0, 37.19, -119.77
9211, 123100.0, 2.7413, 13.0, 5087.0, 981.0, 2284.0, 913.0, 37.27, -119.67
9212, 112500.0, 2.4054, 38.0, 1696.0, 301.0, 985.0, 278.0, 37.11, -120.31
9213, 46300.0, 2.9306, 37.0, 1495.0, 292.0, 858.0, 275.0, 37.04, -120.35
9214, 91700.0, 3.2868, 21.0, 1724.0, 317.0, 1006.0, 290.0, 37.04, -120.25
9215, 79200.0, 1.9073, 29.0, 1995.0, 392.0, 1261.0, 354.0, 37.12, -120.16
9216, 75900.0, 2.6694, 18.0, 1277.0, 234.0, 674.0, 238.0, 37.11, -120.27
9217, 50500.0, 1.5319, 20.0, 2062.0, 466.0, 1285.0, 456.0, 37.11, -120.25
9218, 50700.0, 1.2794, 33.0, 1097.0, 254.0, 627.0, 253.0, 37.11, -120.26
9219, 52300.0, 1.7279, 42.0, 1142.0, 236.0, 597.0, 210.0, 37.12, -120.27
9220, 57000.0, 1.9464, 36.0, 1219.0, 258.0, 639.0, 245.0, 37.12, -120.27
9221, 81500.0, 2.9861, 17.0, 3328.0, 628.0, 1580.0, 619.0, 37.12, -120.27
9222, 58800.0, 2.0278, 33.0, 1239.0, 250.0, 648.0, 227.0, 37.13, -120.26
9223, 63800.0, 2.9688, 16.0, 1027.0, 199.0, 673.0, 193.0, 36.99, -120.43
9224, 83900.0, 2.4219, 34.0, 1391.0, 297.0, 943.0, 281.0, 36.88, -120.29
9225, 61900.0, 2.125, 24.0, 646.0, 134.0, 454.0, 149.0, 36.95, -120.06
9226, 64300.0, 2.2375, 19.0, 901.0, 183.0, 700.0, 190.0, 36.94, -120.06
9227, 63300.0, 2.6941, 11.0, 3606.0, 699.0, 2074.0, 644.0, 36.93, -120.04
9228, 65200.0, 2.2527, 18.0, 2287.0, 534.0, 1339.0, 505.0, 36.95, -120.05
9229, 92200.0, 2.6012, 21.0, 1667.0, 303.0, 861.0, 276.0, 36.98, -120.21
9230, 156300.0, 3.0, 18.0, 508.0, 104.0, 393.0, 114.0, 36.96, -120.16
9231, 95300.0, 3.8952, 17.0, 3344.0, 570.0, 1624.0, 536.0, 36.96, -120.11
9232, 95800.0, 1.9063, 18.0, 402.0, 76.0, 213.0, 71.0, 37.06, -120.08
9233, 74600.0, 3.4598, 11.0, 3761.0, 675.0, 2374.0, 673.0, 37.0, -120.09
9234, 84900.0, 3.5258, 13.0, 6301.0, 1080.0, 3840.0, 1033.0, 37.02, -120.06
9235, 88500.0, 3.125, 14.0, 1636.0, 253.0, 766.0, 225.0, 37.04, -119.94
9236, 81600.0, 3.7143, 9.0, 1608.0, 297.0, 1057.0, 295.0, 37.02, -120.09
9237, 96000.0, 2.6087, 18.0, 1996.0, 379.0, 1327.0, 356.0, 36.96, -119.95
9238, 53900.0, 1.8431, 25.0, 2115.0, 482.0, 1976.0, 474.0, 36.95, -120.02
9239, 98500.0, 4.277, 11.0, 2513.0, 408.0, 1360.0, 415.0, 36.94, -119.9
9240, 102400.0, 4.475, 13.0, 2872.0, 477.0, 1607.0, 481.0, 36.97, -119.85
9241, 101200.0, 4.5347, 12.0, 3174.0, 520.0, 1590.0, 488.0, 36.93, -119.88
9242, 111800.0, 4.3625, 13.0, 1429.0, 209.0, 702.0, 205.0, 36.93, -119.87
9243, 59600.0, 2.5388, 12.0, 1790.0, 379.0, 1399.0, 397.0, 36.98, -120.07
9244, 60400.0, 1.4712, 12.0, 2710.0, 575.0, 1724.0, 516.0, 36.98, -120.06
9245, 61800.0, 2.5288, 16.0, 3705.0, 739.0, 2463.0, 697.0, 36.98, -120.05
9246, 47100.0, 1.8444, 20.0, 2029.0, 427.0, 983.0, 401.0, 36.97, -120.05
9247, 52800.0, 1.625, 38.0, 1542.0, 364.0, 1220.0, 334.0, 36.97, -120.06
9248, 48000.0, 1.5662, 28.0, 1563.0, 403.0, 1564.0, 408.0, 36.97, -120.07
9249, 96500.0, 3.6181, 34.0, 1457.0, 239.0, 557.0, 226.0, 36.96, -120.07
9250, 94200.0, 3.8257, 13.0, 3356.0, 589.0, 1458.0, 601.0, 36.97, -120.08
9251, 90900.0, 4.8187, 20.0, 2100.0, 317.0, 910.0, 274.0, 36.96, -120.1
9252, 119400.0, 4.1544, 16.0, 3222.0, 511.0, 1425.0, 503.0, 36.95, -120.09
9253, 73800.0, 3.1136, 36.0, 2074.0, 349.0, 954.0, 363.0, 36.96, -120.08
9254, 70700.0, 2.4196, 41.0, 1164.0, 211.0, 476.0, 171.0, 36.95, -120.08
9255, 55000.0, 1.6071, 27.0, 968.0, 240.0, 587.0, 231.0, 36.97, -120.07
9256, 61700.0, 1.4044, 35.0, 1859.0, 428.0, 1208.0, 399.0, 36.97, -120.06
9257, 52300.0, 1.4267, 37.0, 1000.0, 261.0, 1092.0, 233.0, 36.96, -120.05
9258, 52500.0, 1.4, 31.0, 696.0, 254.0, 913.0, 248.0, 36.95, -120.05
9259, 61400.0, 1.6534, 44.0, 1288.0, 295.0, 723.0, 287.0, 36.96, -120.06
9260, 66100.0, 2.2898, 42.0, 963.0, 216.0, 471.0, 211.0, 36.96, -120.07
9261, 65200.0, 1.4511, 32.0, 1268.0, 283.0, 549.0, 273.0, 36.96, -120.07
9262, 51600.0, 1.8973, 20.0, 2129.0, 526.0, 1845.0, 522.0, 36.97, -120.04
9263, 51800.0, 1.3713, 23.0, 2126.0, 506.0, 2091.0, 491.0, 36.96, -120.04
9264, 48300.0, 1.3594, 36.0, 1528.0, 347.0, 1334.0, 304.0, 36.95, -120.04
9265, 62300.0, 2.5833, 26.0, 1284.0, 239.0, 820.0, 254.0, 36.9, -119.98
9266, 121300.0, 4.665, 14.0, 4795.0, 710.0, 2047.0, 640.0, 36.92, -119.81
9267, 65000.0, 3.0234, 31.0, 2366.0, 482.0, 1933.0, 433.0, 36.86, -119.98
9268, 61700.0, 2.234, 32.0, 2089.0, 468.0, 1765.0, 427.0, 36.87, -120.13
9269, 307000.0, 4.9286, 43.0, 1226.0, 244.0, 491.0, 205.0, 38.1, -122.49
9270, 392100.0, 7.5412, 16.0, 4431.0, 603.0, 1659.0, 630.0, 38.14, -122.54
9271, 255600.0, 5.0029, 26.0, 5188.0, 892.0, 2341.0, 906.0, 38.1, -122.55
9272, 334900.0, 6.4092, 14.0, 2259.0, 341.0, 1127.0, 346.0, 38.15, -122.62
9273, 290900.0, 5.3755, 20.0, 1589.0, 231.0, 601.0, 224.0, 38.13, -122.59
9274, 423200.0, 7.5, 9.0, 1302.0, 177.0, 682.0, 190.0, 38.15, -122.58
9275, 215300.0, 3.1981, 24.0, 2863.0, 734.0, 1583.0, 682.0, 38.11, -122.57
9276, 228600.0, 3.4705, 32.0, 3521.0, 748.0, 1706.0, 723.0, 38.11, -122.57
9277, 287900.0, 6.0132, 25.0, 7784.0, 1145.0, 3445.0, 1166.0, 38.12, -122.59
9278, 309500.0, 4.9286, 13.0, 5027.0, 871.0, 1912.0, 770.0, 38.12, -122.58
9279, 201600.0, 3.8068, 19.0, 1752.0, 328.0, 873.0, 336.0, 38.11, -122.6
9280, 301500.0, 5.3962, 23.0, 8642.0, 1294.0, 3594.0, 1253.0, 38.11, -122.6
9281, 279200.0, 5.5524, 21.0, 3891.0, 616.0, 1968.0, 632.0, 38.11, -122.65
9282, 368700.0, 6.9081, 18.0, 6205.0, 821.0, 2311.0, 756.0, 38.09, -122.61
9283, 276300.0, 4.6463, 22.0, 11872.0, 2300.0, 5600.0, 2200.0, 38.1, -122.58
9284, 285600.0, 5.615, 27.0, 10839.0, 1637.0, 4406.0, 1623.0, 38.08, -122.58
9285, 345000.0, 6.7232, 5.0, 1495.0, 235.0, 555.0, 201.0, 38.07, -122.55
9286, 209800.0, 4.1705, 17.0, 9614.0, 2123.0, 4684.0, 2060.0, 38.09, -122.56
9287, 295300.0, 5.0965, 19.0, 15622.0, 2721.0, 6109.0, 2615.0, 38.06, -122.56
9288, 350800.0, 3.0573, 38.0, 3392.0, 709.0, 1894.0, 713.0, 38.07, -122.55
9289, 435900.0, 6.0433, 20.0, 4536.0, 708.0, 1812.0, 701.0, 38.07, -122.41
9290, 118800.0, 3.0742, 24.0, 9493.0, 1935.0, 5162.0, 1880.0, 38.06, -122.51
9291, 67500.0, 3.4432, 16.0, 1495.0, 292.0, 472.0, 284.0, 38.01, -122.53
9292, 179200.0, 4.1289, 13.0, 4284.0, 1042.0, 2146.0, 937.0, 38.03, -122.44
9293, 252700.0, 4.3182, 36.0, 4501.0, 832.0, 2196.0, 800.0, 38.01, -122.45
9294, 310900.0, 5.4781, 27.0, 3121.0, 531.0, 1318.0, 489.0, 38.01, -122.53
9295, 274200.0, 3.9519, 17.0, 2449.0, 536.0, 1157.0, 543.0, 38.0, -122.51
9296, 400000.0, 7.7197, 26.0, 48.0, 8.0, 19.0, 8.0, 38.0, -122.49
9297, 293200.0, 6.0902, 29.0, 7174.0, 1169.0, 3063.0, 1172.0, 38.03, -122.55
9298, 387700.0, 6.5253, 24.0, 2330.0, 322.0, 911.0, 320.0, 38.03, -122.57
9299, 324800.0, 6.5249, 34.0, 1887.0, 290.0, 815.0, 283.0, 38.03, -122.56
9300, 397300.0, 8.3646, 25.0, 3412.0, 455.0, 1238.0, 406.0, 38.04, -122.59
9301, 314000.0, 5.6512, 33.0, 9531.0, 1487.0, 3798.0, 1409.0, 38.02, -122.57
9302, 239500.0, 4.6, 21.0, 2144.0, 400.0, 840.0, 398.0, 38.01, -122.56
9303, 361500.0, 6.4978, 27.0, 4985.0, 711.0, 1928.0, 742.0, 38.02, -122.55
9304, 342200.0, 6.3314, 27.0, 3966.0, 577.0, 1657.0, 611.0, 38.01, -122.55
9305, 277000.0, 3.18, 28.0, 3416.0, 826.0, 1694.0, 800.0, 38.0, -122.54
9306, 301100.0, 3.9265, 18.0, 3119.0, 803.0, 1395.0, 722.0, 38.0, -122.55
9307, 444000.0, 7.3521, 32.0, 2236.0, 348.0, 818.0, 330.0, 37.99, -122.54
9308, 324200.0, 2.8903, 31.0, 6555.0, 1571.0, 2962.0, 1464.0, 37.98, -122.52
9309, 371900.0, 5.5083, 52.0, 1758.0, 316.0, 607.0, 264.0, 37.98, -122.54
9310, 319900.0, 4.8993, 34.0, 3306.0, 555.0, 1398.0, 585.0, 37.99, -122.55
9311, 500001.0, 8.5759, 32.0, 2390.0, 336.0, 810.0, 354.0, 37.98, -122.53
9312, 337500.0, 3.293, 31.0, 3807.0, 828.0, 1581.0, 795.0, 37.98, -122.55
9313, 433300.0, 5.5791, 32.0, 4138.0, 632.0, 1541.0, 626.0, 37.99, -122.51
9314, 487800.0, 6.0762, 37.0, 4801.0, 699.0, 1830.0, 679.0, 37.98, -122.51
9315, 329400.0, 3.2462, 37.0, 4296.0, 1089.0, 2100.0, 1025.0, 37.97, -122.51
9316, 439200.0, 7.494, 22.0, 7274.0, 1002.0, 2468.0, 957.0, 37.99, -122.47
9317, 500001.0, 12.0933, 10.0, 1325.0, 189.0, 427.0, 162.0, 37.98, -122.46
9318, 420800.0, 6.994, 27.0, 5470.0, 755.0, 1916.0, 764.0, 37.99, -122.49
9319, 451700.0, 6.4271, 34.0, 1256.0, 178.0, 460.0, 174.0, 37.98, -122.49
9320, 200000.0, 1.9063, 52.0, 205.0, 119.0, 228.0, 132.0, 37.97, -122.53
9321, 270800.0, 2.5125, 52.0, 1560.0, 451.0, 700.0, 419.0, 37.97, -122.53
9322, 287500.0, 2.6036, 44.0, 3595.0, 953.0, 1831.0, 910.0, 37.97, -122.53
9323, 352100.0, 5.6263, 39.0, 4193.0, 762.0, 1833.0, 737.0, 37.97, -122.54
9324, 231300.0, 2.75, 33.0, 563.0, 194.0, 265.0, 169.0, 37.97, -122.52
9325, 263800.0, 3.6863, 39.0, 3302.0, 684.0, 1574.0, 653.0, 37.96, -122.51
9326, 331000.0, 5.2818, 35.0, 2012.0, 346.0, 818.0, 352.0, 37.96, -122.52
9327, 268800.0, 3.5588, 37.0, 1340.0, 322.0, 621.0, 314.0, 37.97, -122.53
9328, 500001.0, 6.2862, 37.0, 350.0, 57.0, 179.0, 69.0, 37.95, -122.52
9329, 290800.0, 3.9917, 35.0, 908.0, 194.0, 413.0, 197.0, 37.96, -122.53
9330, 187500.0, 3.9712, 16.0, 3769.0, 839.0, 1986.0, 815.0, 37.95, -122.47
9331, 212500.0, 6.1359, 16.0, 100.0, 20.0, 45.0, 25.0, 37.96, -122.5
9332, 187500.0, 2.7273, 25.0, 6526.0, 1902.0, 5917.0, 1812.0, 37.97, -122.5
9333, 292000.0, 5.5789, 36.0, 1336.0, 258.0, 678.0, 249.0, 38.01, -122.64
9334, 266700.0, 3.7321, 36.0, 1199.0, 232.0, 551.0, 229.0, 38.01, -122.64
9335, 255400.0, 4.2011, 41.0, 1865.0, 392.0, 825.0, 369.0, 38.01, -122.68
9336, 309100.0, 4.1379, 42.0, 1410.0, 308.0, 624.0, 292.0, 38.03, -122.7
9337, 305400.0, 5.0766, 40.0, 1428.0, 280.0, 708.0, 255.0, 38.01, -122.65
9338, 275200.0, 4.5625, 46.0, 4036.0, 856.0, 1872.0, 833.0, 37.97, -122.59
9339, 289600.0, 4.4375, 40.0, 7737.0, 1488.0, 3108.0, 1349.0, 37.99, -122.61
9340, 316700.0, 7.7006, 52.0, 370.0, 62.0, 150.0, 56.0, 37.97, -122.62
9341, 302000.0, 4.1659, 36.0, 4869.0, 871.0, 1899.0, 827.0, 37.99, -122.59
9342, 246600.0, 4.1098, 21.0, 2198.0, 462.0, 1100.0, 449.0, 38.0, -122.6
9343, 414300.0, 6.1724, 35.0, 8814.0, 1307.0, 3450.0, 1258.0, 38.01, -122.59
9344, 320100.0, 4.9674, 45.0, 2404.0, 425.0, 926.0, 400.0, 37.99, -122.57
9345, 336900.0, 4.1711, 38.0, 5587.0, 996.0, 2466.0, 1027.0, 37.99, -122.57
9346, 355000.0, 4.625, 49.0, 2860.0, 552.0, 1178.0, 522.0, 37.98, -122.57
9347, 316300.0, 4.6905, 52.0, 3675.0, 649.0, 1553.0, 639.0, 37.98, -122.58
9348, 292200.0, 4.9615, 52.0, 1180.0, 216.0, 467.0, 197.0, 37.98, -122.58
9349, 345700.0, 4.8056, 36.0, 2649.0, 542.0, 1111.0, 557.0, 37.98, -122.56
9350, 398900.0, 4.6944, 52.0, 1833.0, 324.0, 735.0, 306.0, 37.97, -122.56
9351, 382100.0, 3.5055, 47.0, 5416.0, 1115.0, 2177.0, 1027.0, 37.97, -122.57
9352, 500001.0, 7.1155, 52.0, 2232.0, 291.0, 731.0, 253.0, 37.97, -122.55
9353, 500001.0, 9.1834, 52.0, 3458.0, 468.0, 1449.0, 471.0, 37.96, -122.57
9354, 500001.0, 6.1444, 34.0, 2677.0, 411.0, 933.0, 410.0, 37.95, -122.56
9355, 500001.0, 10.6272, 36.0, 2023.0, 242.0, 653.0, 241.0, 37.94, -122.56
9356, 500001.0, 9.5551, 29.0, 377.0, 58.0, 151.0, 67.0, 37.96, -122.64
9357, 500001.0, 10.129, 44.0, 1552.0, 204.0, 596.0, 208.0, 37.96, -122.54
9358, 500001.0, 4.3083, 33.0, 2534.0, 495.0, 996.0, 449.0, 37.96, -122.54
9359, 435700.0, 5.697, 38.0, 2310.0, 400.0, 971.0, 386.0, 37.95, -122.54
9360, 468800.0, 7.8904, 33.0, 4448.0, 631.0, 1675.0, 628.0, 37.95, -122.52
9361, 271300.0, 3.5838, 22.0, 7446.0, 1979.0, 2980.0, 1888.0, 37.95, -122.53
9362, 470500.0, 8.3935, 36.0, 4385.0, 620.0, 1549.0, 626.0, 37.96, -122.53
9363, 393200.0, 6.6125, 42.0, 2171.0, 362.0, 887.0, 347.0, 37.93, -122.53
9364, 431800.0, 5.5385, 43.0, 2998.0, 470.0, 970.0, 430.0, 37.93, -122.54
9365, 435200.0, 4.4081, 39.0, 3670.0, 775.0, 1519.0, 788.0, 37.94, -122.54
9366, 405500.0, 5.1834, 26.0, 3990.0, 804.0, 1550.0, 792.0, 37.94, -122.54
9367, 500001.0, 5.9582, 18.0, 1804.0, 284.0, 600.0, 241.0, 37.94, -122.52
9368, 200000.0, 4.7344, 18.0, 878.0, 255.0, 384.0, 247.0, 37.94, -122.53
9369, 333900.0, 5.0779, 34.0, 2782.0, 502.0, 1219.0, 507.0, 37.93, -122.52
9370, 375000.0, 3.7647, 32.0, 2622.0, 541.0, 1022.0, 464.0, 37.92, -122.51
9371, 500001.0, 14.5833, 24.0, 421.0, 64.0, 163.0, 75.0, 37.92, -122.52
9372, 410500.0, 5.5379, 42.0, 1741.0, 301.0, 723.0, 306.0, 37.92, -122.53
9373, 310300.0, 4.125, 37.0, 1722.0, 352.0, 648.0, 337.0, 37.93, -122.53
9374, 390800.0, 3.875, 45.0, 1530.0, 324.0, 608.0, 328.0, 37.92, -122.53
9375, 317800.0, 5.8509, 47.0, 793.0, 163.0, 334.0, 151.0, 37.92, -122.52
9376, 349200.0, 6.1632, 32.0, 2639.0, 415.0, 1013.0, 408.0, 37.92, -122.5
9377, 300900.0, 5.5926, 30.0, 2270.0, 359.0, 974.0, 351.0, 37.92, -122.5
9378, 386200.0, 6.2953, 26.0, 2170.0, 347.0, 849.0, 318.0, 37.92, -122.49
9379, 310000.0, 6.641, 2.0, 647.0, 136.0, 203.0, 118.0, 37.91, -122.51
9380, 318000.0, 3.6731, 16.0, 2947.0, 802.0, 1385.0, 743.0, 37.93, -122.48
9381, 500001.0, 8.8386, 35.0, 2492.0, 409.0, 812.0, 373.0, 37.88, -122.46
9382, 500001.0, 11.5706, 36.0, 4471.0, 618.0, 1315.0, 582.0, 37.87, -122.47
9383, 500001.0, 10.0791, 27.0, 2682.0, 382.0, 935.0, 369.0, 37.91, -122.45
9384, 441100.0, 5.4851, 31.0, 7001.0, 1282.0, 2755.0, 1267.0, 37.91, -122.5
9385, 500001.0, 6.0238, 23.0, 1650.0, 403.0, 541.0, 336.0, 37.89, -122.49
9386, 500001.0, 7.2905, 23.0, 10774.0, 1736.0, 3895.0, 1683.0, 37.89, -122.47
9387, 500001.0, 8.4888, 30.0, 3763.0, 717.0, 1292.0, 632.0, 37.9, -122.45
9388, 474600.0, 4.7475, 28.0, 5448.0, 1089.0, 2100.0, 1023.0, 37.88, -122.5
9389, 458300.0, 3.4485, 27.0, 2674.0, 565.0, 1233.0, 547.0, 37.89, -122.51
9390, 500001.0, 7.9892, 37.0, 2524.0, 398.0, 999.0, 417.0, 37.91, -122.53
9391, 327200.0, 3.8839, 44.0, 2846.0, 551.0, 1232.0, 537.0, 37.9, -122.53
9392, 370000.0, 4.4375, 48.0, 2491.0, 460.0, 937.0, 455.0, 37.9, -122.54
9393, 489000.0, 5.6302, 48.0, 2924.0, 489.0, 1159.0, 505.0, 37.91, -122.54
9394, 500001.0, 6.1085, 52.0, 2303.0, 350.0, 859.0, 359.0, 37.92, -122.55
9395, 402900.0, 5.5951, 30.0, 4174.0, 739.0, 1818.0, 705.0, 37.91, -122.52
9396, 417600.0, 3.9531, 17.0, 4363.0, 1041.0, 1640.0, 989.0, 37.89, -122.52
9397, 267100.0, 4.4239, 16.0, 1704.0, 402.0, 689.0, 348.0, 37.9, -122.52
9398, 389200.0, 3.7813, 41.0, 3170.0, 622.0, 1091.0, 528.0, 37.9, -122.54
9399, 453400.0, 7.9606, 34.0, 1431.0, 224.0, 503.0, 220.0, 37.9, -122.55
9400, 463500.0, 8.634, 48.0, 1550.0, 253.0, 641.0, 276.0, 37.9, -122.56
9401, 500001.0, 7.1924, 52.0, 1972.0, 327.0, 755.0, 345.0, 37.91, -122.56
9402, 500001.0, 8.9248, 37.0, 1926.0, 290.0, 721.0, 298.0, 37.92, -122.56
9403, 460000.0, 3.2794, 48.0, 1283.0, 278.0, 567.0, 255.0, 37.91, -122.55
9404, 413100.0, 6.8742, 25.0, 4921.0, 866.0, 1913.0, 834.0, 37.88, -122.53
9405, 414400.0, 6.7809, 30.0, 4382.0, 732.0, 1775.0, 745.0, 37.88, -122.54
9406, 400000.0, 7.9977, 20.0, 1814.0, 282.0, 658.0, 253.0, 37.87, -122.53
9407, 308600.0, 4.4583, 36.0, 2688.0, 485.0, 1064.0, 449.0, 37.88, -122.53
9408, 402400.0, 6.7546, 36.0, 1760.0, 283.0, 562.0, 246.0, 37.9, -122.56
9409, 424400.0, 6.1275, 33.0, 4971.0, 836.0, 1907.0, 795.0, 37.89, -122.54
9410, 400400.0, 5.9073, 35.0, 4127.0, 689.0, 1596.0, 707.0, 37.89, -122.53
9411, 362500.0, 5.1292, 24.0, 221.0, 41.0, 75.0, 38.0, 37.9, -122.56
9412, 258400.0, 2.862, 21.0, 3904.0, 980.0, 1949.0, 919.0, 37.87, -122.51
9413, 140400.0, 2.9145, 19.0, 1926.0, 593.0, 881.0, 546.0, 37.85, -122.47
9414, 346100.0, 6.3066, 17.0, 4333.0, 947.0, 1650.0, 919.0, 37.87, -122.5
9415, 500001.0, 6.7669, 35.0, 2729.0, 538.0, 969.0, 528.0, 37.86, -122.49
9416, 442000.0, 4.5398, 52.0, 2175.0, 510.0, 809.0, 503.0, 37.86, -122.49
9417, 500001.0, 6.2113, 52.0, 3914.0, 752.0, 1177.0, 670.0, 37.86, -122.48
9418, 500001.0, 6.4752, 42.0, 6297.0, 1307.0, 2096.0, 1205.0, 37.85, -122.48
9419, 500001.0, 12.2547, 38.0, 240.0, 29.0, 63.0, 34.0, 37.85, -122.49
9420, 275000.0, 3.8068, 52.0, 176.0, 50.0, 88.0, 46.0, 37.88, -122.52
9421, 493800.0, 6.8198, 30.0, 833.0, 164.0, 358.0, 143.0, 37.85, -122.62
9422, 478600.0, 3.75, 38.0, 1183.0, 196.0, 628.0, 205.0, 37.86, -122.53
9423, 350000.0, 4.1792, 42.0, 1505.0, 324.0, 553.0, 277.0, 37.93, -122.66
9424, 495800.0, 4.3125, 21.0, 2845.0, 552.0, 599.0, 250.0, 37.88, -122.71
9425, 238700.0, 4.3194, 43.0, 1730.0, 326.0, 629.0, 279.0, 37.91, -122.69
9426, 242600.0, 3.115, 23.0, 1250.0, 257.0, 437.0, 188.0, 37.9, -122.71
9427, 261500.0, 4.3125, 44.0, 2602.0, 509.0, 691.0, 343.0, 38.1, -122.86
9428, 270700.0, 3.8269, 31.0, 1858.0, 367.0, 701.0, 297.0, 38.07, -122.84
9429, 200000.0, 3.5469, 28.0, 1284.0, 265.0, 628.0, 219.0, 38.02, -122.93
9430, 430000.0, 5.6305, 26.0, 1445.0, 244.0, 510.0, 207.0, 38.07, -122.68
9431, 163500.0, 2.3482, 52.0, 1275.0, 218.0, 627.0, 185.0, 38.28, -122.9
9432, 240900.0, 3.1429, 20.0, 1982.0, 358.0, 308.0, 132.0, 38.26, -122.96
9433, 238800.0, 3.4609, 19.0, 1615.0, 366.0, 815.0, 337.0, 38.08, -122.81
9434, 253100.0, 3.625, 36.0, 2378.0, 476.0, 957.0, 362.0, 38.18, -122.8
9435, 71300.0, 1.7614, 25.0, 1470.0, 341.0, 706.0, 283.0, 37.53, -120.19
9436, 113100.0, 2.7188, 17.0, 2116.0, 425.0, 909.0, 319.0, 37.57, -120.02
9437, 103800.0, 1.398, 14.0, 2878.0, 617.0, 1011.0, 509.0, 37.51, -119.99
9438, 91500.0, 1.5, 32.0, 1312.0, 315.0, 600.0, 265.0, 37.47, -119.95
9439, 105000.0, 2.5551, 12.0, 2776.0, 592.0, 1236.0, 489.0, 37.43, -119.98
9440, 87500.0, 1.75, 16.0, 1667.0, 372.0, 762.0, 283.0, 37.34, -120.07
9441, 120800.0, 3.0, 11.0, 2403.0, 497.0, 890.0, 344.0, 37.64, -120.31
9442, 70200.0, 2.875, 13.0, 866.0, 252.0, 369.0, 165.0, 37.69, -120.15
9443, 88100.0, 2.3818, 17.0, 2806.0, 600.0, 990.0, 410.0, 37.72, -120.02
9444, 93800.0, 3.8333, 24.0, 172.0, 42.0, 79.0, 30.0, 37.67, -119.81
9445, 92400.0, 2.662, 13.0, 1713.0, 340.0, 643.0, 241.0, 37.57, -119.82
9446, 112000.0, 3.0, 13.0, 2230.0, 443.0, 920.0, 361.0, 37.49, -119.9
9447, 104200.0, 2.5, 17.0, 2582.0, 553.0, 1087.0, 423.0, 37.48, -119.84
9448, 121900.0, 3.1771, 15.0, 989.0, 184.0, 406.0, 151.0, 37.5, -119.8
9449, 96000.0, 2.875, 13.0, 1999.0, 375.0, 750.0, 308.0, 37.46, -119.72
9450, 111100.0, 2.753, 14.0, 2744.0, 555.0, 1153.0, 474.0, 37.39, -119.85
9451, 55900.0, 3.5391, 30.0, 2165.0, 536.0, 1500.0, 414.0, 37.75, -119.55
9452, 164600.0, 2.6838, 30.0, 2857.0, 661.0, 291.0, 135.0, 37.61, -119.64
9453, 70000.0, 2.9306, 23.0, 608.0, 143.0, 281.0, 108.0, 39.74, -123.15
9454, 57900.0, 1.7788, 25.0, 1435.0, 304.0, 746.0, 259.0, 39.81, -123.24
9455, 60300.0, 1.2281, 25.0, 2075.0, 435.0, 991.0, 377.0, 39.77, -123.23
9456, 79200.0, 2.3571, 18.0, 2130.0, 545.0, 863.0, 346.0, 39.8, -123.47
