block group ID,median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude,ocean_proximity
10696,229800.0,3.7422,16.0,2753.0,576.0,857.0,546.0,33.61,-117.74,<1HOCEAN
10697,180800.0,3.5625,17.0,2116.0,474.0,662.0,443.0,33.61,-117.74,<1HOCEAN
10698,186500.0,3.1779,17.0,2499.0,566.0,781.0,522.0,33.61,-117.75,<1HOCEAN
10699,255600.0,4.9,5.0,4944.0,1164.0,1727.0,948.0,33.6,-117.75,<1HOCEAN
10700,227600.0,3.2845,16.0,2270.0,488.0,709.0,489.0,33.61,-117.75,<1HOCEAN
10701,120600.0,2.6759,17.0,2612.0,582.0,832.0,564.0,33.61,-117.73,<1HOCEAN
10702,322600.0,3.6484,16.0,2371.0,725.0,1738.0,686.0,33.61,-117.7,<1HOCEAN
10703,74300.0,2.3774,26.0,2283.0,506.0,634.0,469.0,33.6,-117.7,<1HOCEAN
10704,229800.0,3.5521,8.0,3329.0,753.0,1312.0,629.0,33.6,-117.71,<1HOCEAN
10705,74800.0,2.3387,25.0,3011.0,714.0,893.0,654.0,33.6,-117.71,<1HOCEAN
10706,80400.0,2.5685,26.0,2033.0,463.0,618.0,450.0,33.61,-117.72,<1HOCEAN
10707,81100.0,2.49,26.0,2653.0,621.0,774.0,584.0,33.61,-117.72,<1HOCEAN
10708,74100.0,2.6848,26.0,3046.0,726.0,888.0,663.0,33.61,-117.71,<1HOCEAN
10709,72300.0,2.3438,26.0,2280.0,550.0,669.0,502.0,33.61,-117.71,<1HOCEAN
10710,72500.0,2.7601,25.0,1949.0,459.0,602.0,428.0,33.6,-117.71,<1HOCEAN
10711,80600.0,2.625,26.0,1021.0,230.0,301.0,208.0,33.6,-117.7,<1HOCEAN
10712,77100.0,3.1131,25.0,1321.0,295.0,396.0,278.0,33.6,-117.7,<1HOCEAN
10713,190900.0,4.1678,11.0,8039.0,1717.0,3445.0,1571.0,33.59,-117.7,<1HOCEAN
10714,230400.0,4.5833,5.0,665.0,171.0,384.0,171.0,33.66,-117.84,<1HOCEAN
10715,231600.0,3.7857,5.0,1688.0,430.0,857.0,402.0,33.66,-117.84,<1HOCEAN
10716,225000.0,2.2262,4.0,1649.0,456.0,1030.0,411.0,33.65,-117.84,<1HOCEAN
10717,296200.0,7.9217,4.0,1011.0,198.0,511.0,198.0,33.66,-117.83,<1HOCEAN
10718,187500.0,3.7875,9.0,638.0,266.0,426.0,234.0,33.65,-117.83,<1HOCEAN
10719,250400.0,4.1103,8.0,2149.0,426.0,950.0,399.0,33.65,-117.83,<1HOCEAN
10720,387500.0,6.4967,15.0,2460.0,447.0,1049.0,398.0,33.66,-117.82,<1HOCEAN
10721,410400.0,8.1093,17.0,4477.0,610.0,1798.0,612.0,33.63,-117.81,<1HOCEAN
10722,362500.0,6.3822,18.0,2105.0,302.0,830.0,286.0,33.65,-117.82,<1HOCEAN
10723,270800.0,4.1944,8.0,32.0,9.0,26.0,11.0,33.63,-117.8,<1HOCEAN
10724,450400.0,8.8693,8.0,4447.0,713.0,1680.0,705.0,33.64,-117.8,<1HOCEAN
10725,493000.0,11.1121,15.0,3236.0,451.0,1289.0,416.0,33.63,-117.8,<1HOCEAN
10726,500001.0,9.8589,18.0,1974.0,260.0,808.0,278.0,33.64,-117.82,<1HOCEAN
10727,442100.0,11.0138,16.0,2404.0,349.0,868.0,329.0,33.64,-117.81,<1HOCEAN
10728,500001.0,12.3411,4.0,1741.0,225.0,811.0,233.0,33.64,-117.81,<1HOCEAN
10729,500001.0,8.8742,31.0,5488.0,1055.0,1938.0,964.0,33.6,-117.88,<1HOCEAN
10730,500001.0,6.6155,20.0,3212.0,572.0,1064.0,526.0,33.6,-117.87,<1HOCEAN
10731,500000.0,5.1155,35.0,1598.0,398.0,782.0,411.0,33.6,-117.87,<1HOCEAN
10732,500001.0,6.6544,44.0,2499.0,396.0,910.0,374.0,33.59,-117.87,<1HOCEAN
10733,500001.0,5.2949,33.0,3120.0,602.0,1155.0,553.0,33.6,-117.87,<1HOCEAN
10734,500001.0,6.6265,30.0,1891.0,364.0,635.0,314.0,33.6,-117.86,<1HOCEAN
10735,482900.0,4.498,34.0,3415.0,779.0,1275.0,718.0,33.6,-117.87,<1HOCEAN
10736,500001.0,7.8164,36.0,1496.0,247.0,441.0,203.0,33.6,-117.89,<1HOCEAN
10737,500001.0,4.0764,41.0,1521.0,328.0,527.0,275.0,33.61,-117.9,<1HOCEAN
10738,500001.0,4.8,40.0,2790.0,531.0,952.0,424.0,33.61,-117.91,<1HOCEAN
10739,500001.0,5.1048,37.0,2088.0,510.0,673.0,390.0,33.6,-117.91,<1HOCEAN
10740,500001.0,7.2988,37.0,3355.0,492.0,921.0,366.0,33.57,-117.92,NEAROCEAN
10741,500001.0,3.6538,25.0,2465.0,585.0,906.0,472.0,33.6,-117.9,<1HOCEAN
10742,500001.0,3.5682,23.0,1808.0,408.0,539.0,300.0,33.61,-117.92,<1HOCEAN
10743,500001.0,11.075,38.0,1232.0,178.0,410.0,171.0,33.61,-117.91,<1HOCEAN
10744,500001.0,10.3682,37.0,1244.0,173.0,394.0,154.0,33.61,-117.92,<1HOCEAN
10745,500001.0,10.3048,36.0,1025.0,150.0,316.0,126.0,33.61,-117.92,<1HOCEAN
10746,500001.0,11.216,36.0,3082.0,455.0,771.0,365.0,33.61,-117.91,<1HOCEAN
10747,345400.0,4.7024,21.0,9565.0,2289.0,3162.0,1831.0,33.63,-117.88,<1HOCEAN
10748,93800.0,3.0625,24.0,1016.0,238.0,465.0,236.0,33.62,-117.89,<1HOCEAN
10749,392200.0,8.5574,16.0,3615.0,570.0,1209.0,559.0,33.64,-117.88,<1HOCEAN
10750,500001.0,13.1738,19.0,2897.0,413.0,860.0,367.0,33.61,-117.9,<1HOCEAN
10751,350000.0,6.3017,16.0,2413.0,559.0,656.0,423.0,33.61,-117.89,<1HOCEAN
10752,500001.0,6.0247,41.0,1790.0,361.0,540.0,284.0,33.61,-117.89,<1HOCEAN
10753,500001.0,5.0,42.0,1301.0,280.0,539.0,249.0,33.61,-117.89,<1HOCEAN
10754,500001.0,5.1923,44.0,2126.0,423.0,745.0,332.0,33.61,-117.89,<1HOCEAN
10755,500001.0,5.6336,40.0,1639.0,352.0,498.0,278.0,33.6,-117.89,<1HOCEAN
10756,500001.0,4.2222,45.0,1883.0,419.0,653.0,328.0,33.61,-117.89,<1HOCEAN
10757,500001.0,3.4937,44.0,1469.0,312.0,507.0,266.0,33.61,-117.9,<1HOCEAN
10758,500001.0,10.2849,26.0,3521.0,455.0,1336.0,451.0,33.64,-117.87,<1HOCEAN
10759,500001.0,5.4284,4.0,3618.0,767.0,1326.0,714.0,33.65,-117.86,<1HOCEAN
10760,500001.0,10.8289,9.0,6163.0,1004.0,1912.0,903.0,33.63,-117.87,<1HOCEAN
10761,500001.0,15.0001,15.0,2209.0,275.0,735.0,274.0,33.62,-117.87,<1HOCEAN
10762,500001.0,9.802,8.0,1266.0,210.0,375.0,183.0,33.62,-117.87,<1HOCEAN
10763,477300.0,5.9055,24.0,4879.0,756.0,1777.0,754.0,33.65,-117.88,<1HOCEAN
10764,500001.0,10.1454,26.0,4486.0,554.0,1598.0,549.0,33.63,-117.9,<1HOCEAN
10765,106300.0,3.1985,20.0,3442.0,1526.0,1427.0,977.0,33.63,-117.91,<1HOCEAN
10766,450700.0,6.1426,32.0,3556.0,521.0,1381.0,537.0,33.63,-117.9,<1HOCEAN
10767,455000.0,3.2125,26.0,1632.0,376.0,598.0,375.0,33.63,-117.9,<1HOCEAN
10768,500001.0,7.1148,28.0,2370.0,352.0,832.0,347.0,33.63,-117.9,<1HOCEAN
10769,295400.0,3.5426,26.0,6017.0,1244.0,2673.0,1135.0,33.66,-117.88,<1HOCEAN
10770,265200.0,4.1372,33.0,3595.0,785.0,1621.0,732.0,33.66,-117.89,<1HOCEAN
10771,226000.0,3.6042,13.0,1642.0,423.0,841.0,368.0,33.66,-117.9,<1HOCEAN
10772,245500.0,4.6808,24.0,4496.0,877.0,1928.0,855.0,33.65,-117.9,<1HOCEAN
10773,253100.0,5.5422,32.0,2736.0,550.0,1279.0,534.0,33.66,-117.89,<1HOCEAN
10774,441100.0,6.632,27.0,3310.0,598.0,1402.0,563.0,33.65,-117.9,<1HOCEAN
10775,339800.0,3.9375,28.0,2466.0,507.0,1081.0,465.0,33.64,-117.9,<1HOCEAN
10776,261800.0,5.2549,28.0,2043.0,430.0,1108.0,452.0,33.65,-117.9,<1HOCEAN
10777,272300.0,4.4135,30.0,2196.0,486.0,1131.0,460.0,33.65,-117.9,<1HOCEAN
10778,217900.0,2.625,24.0,885.0,321.0,590.0,254.0,33.65,-117.91,<1HOCEAN
10779,284100.0,3.4125,30.0,1634.0,373.0,771.0,364.0,33.65,-117.9,<1HOCEAN
10780,276800.0,2.2222,17.0,1328.0,377.0,762.0,344.0,33.65,-117.91,<1HOCEAN
10781,268400.0,3.9306,37.0,1998.0,472.0,1030.0,436.0,33.64,-117.91,<1HOCEAN
10782,310900.0,5.0532,36.0,2017.0,357.0,850.0,348.0,33.64,-117.9,<1HOCEAN
10783,325400.0,4.8098,29.0,1652.0,310.0,832.0,326.0,33.64,-117.91,<1HOCEAN
10784,326100.0,3.6406,40.0,1958.0,333.0,876.0,364.0,33.64,-117.91,<1HOCEAN
10785,311100.0,2.7264,32.0,1901.0,400.0,946.0,418.0,33.63,-117.91,<1HOCEAN
10786,317900.0,4.9643,34.0,2479.0,491.0,1131.0,490.0,33.63,-117.92,<1HOCEAN
10787,335700.0,4.9125,30.0,2071.0,412.0,1081.0,412.0,33.63,-117.91,<1HOCEAN
10788,268800.0,3.1305,25.0,2224.0,580.0,985.0,516.0,33.64,-117.92,<1HOCEAN
10789,307600.0,2.8553,38.0,2222.0,542.0,1067.0,512.0,33.64,-117.91,<1HOCEAN
10790,236400.0,3.5161,24.0,1562.0,441.0,696.0,347.0,33.63,-117.92,<1HOCEAN
10791,407000.0,3.5388,32.0,1122.0,233.0,557.0,223.0,33.63,-117.91,<1HOCEAN
10792,471300.0,5.2416,37.0,2038.0,379.0,837.0,381.0,33.62,-117.92,<1HOCEAN
10793,490800.0,7.8496,39.0,1469.0,226.0,553.0,225.0,33.63,-117.92,<1HOCEAN
10794,458500.0,6.5842,35.0,1821.0,335.0,727.0,316.0,33.62,-117.92,<1HOCEAN
10795,500001.0,5.9196,27.0,1797.0,343.0,435.0,203.0,33.61,-117.91,<1HOCEAN
10796,500001.0,4.4063,32.0,1997.0,427.0,944.0,426.0,33.62,-117.91,<1HOCEAN
10797,500001.0,9.2175,35.0,2426.0,359.0,937.0,387.0,33.62,-117.91,<1HOCEAN
10798,312500.0,5.3369,18.0,1538.0,425.0,425.0,288.0,33.61,-117.92,<1HOCEAN
10799,500001.0,4.5658,33.0,1890.0,416.0,859.0,329.0,33.62,-117.93,<1HOCEAN
10800,484600.0,5.6315,34.0,2125.0,498.0,1052.0,468.0,33.62,-117.93,<1HOCEAN
10801,439100.0,6.5928,28.0,1765.0,390.0,832.0,349.0,33.62,-117.94,<1HOCEAN
10802,500001.0,6.0516,29.0,1496.0,282.0,463.0,215.0,33.63,-117.95,<1HOCEAN
10803,471400.0,5.2333,34.0,959.0,230.0,384.0,197.0,33.6,-117.96,NEAROCEAN
10804,366700.0,3.8125,27.0,1806.0,465.0,791.0,358.0,33.61,-117.93,<1HOCEAN
10805,500001.0,7.0516,37.0,2204.0,428.0,807.0,410.0,33.62,-117.93,<1HOCEAN
10806,500001.0,3.6607,25.0,1188.0,264.0,569.0,249.0,33.62,-117.94,<1HOCEAN
10807,222100.0,5.6637,20.0,5476.0,1073.0,2327.0,963.0,33.65,-117.94,<1HOCEAN
10808,215200.0,4.4211,35.0,2133.0,413.0,1473.0,402.0,33.65,-117.93,<1HOCEAN
10809,185400.0,2.7143,31.0,1291.0,356.0,1252.0,373.0,33.64,-117.93,<1HOCEAN
10810,272000.0,2.6221,18.0,1867.0,426.0,871.0,399.0,33.64,-117.94,<1HOCEAN
10811,192900.0,2.5301,24.0,1395.0,396.0,1478.0,404.0,33.64,-117.93,<1HOCEAN
10812,188700.0,3.0708,24.0,2539.0,695.0,1623.0,611.0,33.64,-117.92,<1HOCEAN
10813,225000.0,1.6389,24.0,1097.0,307.0,470.0,333.0,33.64,-117.94,<1HOCEAN
10814,177800.0,2.7543,15.0,1707.0,514.0,1335.0,434.0,33.64,-117.93,<1HOCEAN
10815,358800.0,5.8777,27.0,2489.0,481.0,1082.0,443.0,33.63,-117.95,<1HOCEAN
10816,381500.0,6.0,27.0,891.0,183.0,513.0,171.0,33.63,-117.95,<1HOCEAN
10817,226300.0,4.6161,10.0,2766.0,732.0,1332.0,646.0,33.63,-117.93,<1HOCEAN
10818,271600.0,3.9917,17.0,6745.0,1547.0,2688.0,1535.0,33.63,-117.95,<1HOCEAN
10819,213400.0,4.1029,19.0,1589.0,421.0,1118.0,394.0,33.65,-117.91,<1HOCEAN
10820,225000.0,2.75,5.0,949.0,287.0,497.0,244.0,33.64,-117.92,<1HOCEAN
10821,182500.0,3.4417,15.0,1309.0,477.0,1330.0,424.0,33.65,-117.92,<1HOCEAN
10822,225000.0,3.5179,29.0,1253.0,375.0,1198.0,362.0,33.65,-117.93,<1HOCEAN
10823,181300.0,2.1074,24.0,1494.0,494.0,814.0,459.0,33.65,-117.91,<1HOCEAN
10824,225400.0,0.9702,28.0,1087.0,423.0,807.0,425.0,33.65,-117.92,<1HOCEAN
10825,211500.0,4.1026,25.0,1679.0,470.0,1314.0,473.0,33.65,-117.92,<1HOCEAN
10826,220000.0,3.184,20.0,1391.0,393.0,856.0,360.0,33.65,-117.92,<1HOCEAN
10827,275000.0,2.75,27.0,1283.0,406.0,1063.0,376.0,33.65,-117.93,<1HOCEAN
10828,244600.0,4.8125,28.0,3397.0,597.0,1397.0,560.0,33.68,-117.92,<1HOCEAN
10829,336500.0,8.1001,27.0,3512.0,472.0,1391.0,481.0,33.67,-117.93,<1HOCEAN
10830,367000.0,8.1839,26.0,2552.0,314.0,925.0,323.0,33.67,-117.94,<1HOCEAN
10831,224100.0,5.5,16.0,2095.0,450.0,963.0,411.0,33.66,-117.94,<1HOCEAN
10832,209700.0,5.2732,15.0,2016.0,443.0,1015.0,419.0,33.65,-117.94,<1HOCEAN
10833,220100.0,4.2036,34.0,2141.0,425.0,1559.0,429.0,33.65,-117.93,<1HOCEAN
10834,263800.0,5.01,19.0,2602.0,439.0,1156.0,424.0,33.69,-117.93,<1HOCEAN
10835,261000.0,6.4441,26.0,2822.0,473.0,1258.0,469.0,33.69,-117.93,<1HOCEAN
10836,245600.0,4.4732,25.0,2017.0,454.0,1024.0,428.0,33.68,-117.92,<1HOCEAN
10837,264200.0,5.069,33.0,2664.0,432.0,1197.0,429.0,33.68,-117.93,<1HOCEAN
10838,374200.0,7.4056,26.0,4183.0,539.0,1504.0,520.0,33.68,-117.94,<1HOCEAN
10839,430900.0,4.2071,14.0,6224.0,1679.0,3148.0,1589.0,33.67,-117.92,<1HOCEAN
10840,414700.0,9.6062,18.0,2043.0,250.0,702.0,246.0,33.66,-117.93,<1HOCEAN
10841,213000.0,3.1483,26.0,5831.0,1546.0,4738.0,1477.0,33.65,-117.93,<1HOCEAN
10842,229500.0,5.2815,30.0,2704.0,426.0,1289.0,423.0,33.69,-117.91,<1HOCEAN
10843,218400.0,3.512,16.0,7961.0,2276.0,5014.0,2116.0,33.67,-117.91,<1HOCEAN
10844,249200.0,4.8359,25.0,7060.0,1159.0,3903.0,1139.0,33.68,-117.9,<1HOCEAN
10845,266100.0,6.1601,26.0,2507.0,393.0,1333.0,392.0,33.67,-117.9,<1HOCEAN
10846,260300.0,5.0853,26.0,2905.0,504.0,1452.0,491.0,33.68,-117.89,<1HOCEAN
10847,275900.0,6.6833,25.0,639.0,98.0,311.0,93.0,33.67,-117.9,<1HOCEAN
10848,253500.0,4.4625,32.0,3058.0,562.0,1475.0,569.0,33.67,-117.91,<1HOCEAN
10849,243300.0,4.0341,26.0,5761.0,1326.0,2681.0,1116.0,33.66,-117.91,<1HOCEAN
10850,180900.0,4.0417,14.0,2598.0,759.0,1584.0,703.0,33.65,-117.91,<1HOCEAN
10851,193800.0,3.225,21.0,1708.0,505.0,1099.0,434.0,33.66,-117.91,<1HOCEAN
10852,161000.0,3.1667,22.0,3568.0,938.0,1952.0,938.0,33.66,-117.9,<1HOCEAN
10853,192600.0,6.6369,4.0,456.0,91.0,623.0,84.0,33.66,-117.9,<1HOCEAN
10854,316600.0,5.422,13.0,9947.0,1675.0,4071.0,1582.0,33.69,-117.9,<1HOCEAN
10855,275000.0,3.7174,4.0,2337.0,768.0,983.0,655.0,33.69,-117.87,<1HOCEAN
10856,181300.0,3.3409,8.0,5278.0,1575.0,2389.0,1371.0,33.68,-117.89,<1HOCEAN
10857,233100.0,5.2138,20.0,5330.0,976.0,2734.0,1000.0,33.69,-117.88,<1HOCEAN
10858,152800.0,3.152,21.0,1795.0,406.0,2246.0,400.0,33.71,-117.86,<1HOCEAN
10859,157500.0,3.375,36.0,191.0,42.0,208.0,37.0,33.71,-117.86,<1HOCEAN
10860,155500.0,4.9148,16.0,3397.0,686.0,1924.0,621.0,33.71,-117.87,<1HOCEAN
10861,262500.0,3.5326,13.0,1087.0,340.0,817.0,342.0,33.71,-117.87,<1HOCEAN
10862,266400.0,4.9153,17.0,3216.0,607.0,1916.0,618.0,33.7,-117.87,<1HOCEAN
10863,246000.0,5.0956,21.0,3648.0,654.0,2266.0,628.0,33.7,-117.87,<1HOCEAN
10864,184900.0,4.1,27.0,1596.0,297.0,1703.0,289.0,33.71,-117.88,<1HOCEAN
10865,185200.0,3.5551,30.0,1739.0,359.0,1914.0,369.0,33.71,-117.88,<1HOCEAN
10866,245000.0,3.1742,20.0,1738.0,509.0,1403.0,411.0,33.71,-117.88,<1HOCEAN
10867,225800.0,5.4836,18.0,2135.0,373.0,1464.0,405.0,33.7,-117.88,<1HOCEAN
10868,116700.0,3.4835,17.0,5122.0,1544.0,2966.0,1339.0,33.7,-117.88,<1HOCEAN
10869,240500.0,5.3254,24.0,534.0,88.0,249.0,74.0,33.7,-117.88,<1HOCEAN
10870,205400.0,3.8029,16.0,1505.0,358.0,835.0,339.0,33.7,-117.88,<1HOCEAN
10871,137500.0,3.6875,36.0,443.0,117.0,577.0,115.0,33.72,-117.9,<1HOCEAN
10872,182100.0,4.5607,32.0,2436.0,504.0,2839.0,516.0,33.72,-117.91,<1HOCEAN
10873,180700.0,4.3899,33.0,2613.0,562.0,3150.0,543.0,33.72,-117.9,<1HOCEAN
10874,155200.0,3.2639,31.0,1171.0,306.0,1690.0,301.0,33.73,-117.9,<1HOCEAN
10875,197800.0,4.65,25.0,4343.0,847.0,3872.0,850.0,33.72,-117.89,<1HOCEAN
10876,183500.0,3.6618,23.0,2305.0,538.0,2493.0,502.0,33.72,-117.89,<1HOCEAN
10877,177500.0,4.5726,32.0,1947.0,355.0,1786.0,332.0,33.73,-117.88,<1HOCEAN
10878,165300.0,3.9844,38.0,1421.0,300.0,1236.0,263.0,33.72,-117.88,<1HOCEAN
10879,170000.0,3.89,36.0,1910.0,352.0,1593.0,329.0,33.72,-117.88,<1HOCEAN
10880,260500.0,6.1966,16.0,4208.0,630.0,2592.0,662.0,33.71,-117.9,<1HOCEAN
10881,202400.0,4.7422,23.0,1422.0,260.0,1092.0,263.0,33.71,-117.89,<1HOCEAN
10882,233300.0,4.5814,24.0,4365.0,804.0,2663.0,753.0,33.71,-117.89,<1HOCEAN
10883,252000.0,6.2488,16.0,1917.0,317.0,1324.0,351.0,33.71,-117.9,<1HOCEAN
10884,266300.0,6.2452,16.0,1591.0,225.0,926.0,239.0,33.71,-117.89,<1HOCEAN
10885,305200.0,6.3427,15.0,539.0,71.0,287.0,66.0,33.71,-117.9,<1HOCEAN
10886,161700.0,4.2708,15.0,3201.0,677.0,1510.0,622.0,33.7,-117.92,<1HOCEAN
10887,145700.0,3.6505,16.0,3113.0,783.0,1719.0,715.0,33.71,-117.91,<1HOCEAN
10888,129200.0,3.2386,13.0,1857.0,572.0,838.0,525.0,33.7,-117.89,<1HOCEAN
10889,190800.0,4.6483,12.0,4695.0,1110.0,2153.0,989.0,33.7,-117.9,<1HOCEAN
10890,162500.0,4.5757,15.0,2289.0,686.0,982.0,634.0,33.7,-117.9,<1HOCEAN
10891,150500.0,3.5694,31.0,1115.0,268.0,1369.0,259.0,33.73,-117.86,<1HOCEAN
10892,157700.0,2.3333,31.0,1194.0,297.0,1602.0,306.0,33.72,-117.86,<1HOCEAN
10893,165900.0,3.5902,39.0,3167.0,669.0,2789.0,619.0,33.72,-117.87,<1HOCEAN
10894,174000.0,3.8421,37.0,2216.0,497.0,2445.0,506.0,33.72,-117.87,<1HOCEAN
10895,150600.0,3.413,37.0,1429.0,428.0,2089.0,399.0,33.72,-117.86,<1HOCEAN
10896,159100.0,3.5511,32.0,1461.0,340.0,1909.0,346.0,33.72,-117.86,<1HOCEAN
10897,115000.0,2.4539,28.0,1499.0,574.0,3328.0,595.0,33.73,-117.85,<1HOCEAN
10898,175000.0,2.4211,20.0,2572.0,732.0,1534.0,669.0,33.73,-117.84,<1HOCEAN
10899,121400.0,3.1353,22.0,6072.0,1802.0,4715.0,1666.0,33.74,-117.84,<1HOCEAN
10900,134600.0,3.3611,24.0,1752.0,407.0,910.0,427.0,33.74,-117.84,<1HOCEAN
10901,112500.0,3.2104,25.0,1818.0,577.0,1426.0,532.0,33.74,-117.84,<1HOCEAN
10902,131500.0,2.6771,23.0,1818.0,522.0,958.0,485.0,33.74,-117.83,<1HOCEAN
10903,154200.0,1.8,5.0,187.0,49.0,207.0,51.0,33.75,-117.86,<1HOCEAN
10904,173400.0,1.9309,31.0,1761.0,515.0,1810.0,468.0,33.75,-117.86,<1HOCEAN
10905,123200.0,2.9271,6.0,1565.0,599.0,3157.0,629.0,33.75,-117.86,<1HOCEAN
10906,117500.0,2.8289,15.0,851.0,297.0,1326.0,254.0,33.76,-117.86,<1HOCEAN
10907,159800.0,2.7059,19.0,1248.0,357.0,1214.0,328.0,33.74,-117.85,<1HOCEAN
10908,171400.0,2.5651,27.0,2311.0,632.0,2936.0,609.0,33.75,-117.85,<1HOCEAN
10909,165300.0,3.375,9.0,525.0,171.0,1257.0,165.0,33.74,-117.86,<1HOCEAN
10910,175900.0,4.125,32.0,691.0,151.0,926.0,148.0,33.74,-117.86,<1HOCEAN
10911,170800.0,2.1992,26.0,2589.0,1003.0,5756.0,983.0,33.74,-117.85,<1HOCEAN
10912,177400.0,3.775,23.0,407.0,108.0,647.0,96.0,33.73,-117.86,<1HOCEAN
10913,182100.0,3.7202,30.0,2651.0,572.0,3249.0,552.0,33.73,-117.86,<1HOCEAN
10914,180200.0,2.6385,26.0,1702.0,456.0,2776.0,463.0,33.73,-117.86,<1HOCEAN
10915,158500.0,2.6734,31.0,2338.0,652.0,3289.0,631.0,33.74,-117.87,<1HOCEAN
10916,177000.0,3.4193,45.0,2264.0,502.0,1970.0,499.0,33.73,-117.87,<1HOCEAN
10917,172500.0,3.415,52.0,2411.0,526.0,2165.0,521.0,33.74,-117.87,<1HOCEAN
10918,165600.0,3.425,38.0,2415.0,642.0,3242.0,599.0,33.74,-117.86,<1HOCEAN
10919,159100.0,3.3125,38.0,2284.0,511.0,2451.0,504.0,33.73,-117.86,<1HOCEAN
10920,162500.0,2.5,34.0,2254.0,630.0,2984.0,625.0,33.74,-117.86,<1HOCEAN
10921,177400.0,3.0824,33.0,1308.0,375.0,2175.0,347.0,33.73,-117.89,<1HOCEAN
10922,164100.0,3.7147,32.0,2930.0,833.0,5116.0,854.0,33.73,-117.9,<1HOCEAN
10923,166400.0,4.1,30.0,746.0,172.0,1048.0,163.0,33.73,-117.9,<1HOCEAN
10924,163500.0,3.2037,33.0,2291.0,594.0,3232.0,589.0,33.73,-117.88,<1HOCEAN
10925,170500.0,3.75,36.0,2471.0,498.0,2594.0,475.0,33.73,-117.88,<1HOCEAN
10926,139200.0,4.0231,31.0,1205.0,280.0,1476.0,301.0,33.75,-117.89,<1HOCEAN
10927,158400.0,2.9167,32.0,1562.0,365.0,2145.0,347.0,33.74,-117.89,<1HOCEAN
10928,160600.0,3.2292,34.0,1759.0,353.0,2083.0,330.0,33.74,-117.89,<1HOCEAN
10929,159500.0,3.425,28.0,1346.0,291.0,1575.0,278.0,33.75,-117.9,<1HOCEAN
10930,180400.0,2.2105,19.0,1566.0,379.0,1032.0,330.0,33.74,-117.9,<1HOCEAN
10931,166700.0,2.3783,18.0,1884.0,442.0,1915.0,442.0,33.74,-117.9,<1HOCEAN
10932,183200.0,2.9926,25.0,4273.0,965.0,2946.0,922.0,33.74,-117.91,<1HOCEAN
10933,179900.0,4.7639,26.0,2413.0,512.0,2867.0,509.0,33.73,-117.91,<1HOCEAN
10934,178500.0,3.9659,26.0,1324.0,314.0,1804.0,311.0,33.73,-117.9,<1HOCEAN
10935,111000.0,2.7535,24.0,2932.0,955.0,5516.0,911.0,33.74,-117.9,<1HOCEAN
10936,173100.0,4.7679,25.0,808.0,163.0,1066.0,189.0,33.74,-117.9,<1HOCEAN
10937,151700.0,3.0833,24.0,1435.0,494.0,3171.0,504.0,33.74,-117.9,<1HOCEAN
10938,159000.0,3.75,32.0,660.0,145.0,959.0,113.0,33.74,-117.89,<1HOCEAN
10939,154400.0,4.6875,33.0,619.0,139.0,1217.0,146.0,33.74,-117.89,<1HOCEAN
10940,163900.0,4.0769,32.0,728.0,134.0,837.0,135.0,33.73,-117.89,<1HOCEAN
10941,151800.0,1.5026,10.0,1823.0,590.0,2176.0,548.0,33.75,-117.88,<1HOCEAN
10942,151900.0,3.1964,29.0,720.0,174.0,1045.0,181.0,33.74,-117.88,<1HOCEAN
10943,159400.0,3.1691,16.0,1444.0,446.0,2329.0,441.0,33.74,-117.88,<1HOCEAN
10944,140300.0,2.8077,31.0,1120.0,296.0,1718.0,268.0,33.74,-117.88,<1HOCEAN
10945,158900.0,2.7632,16.0,1243.0,365.0,1925.0,376.0,33.74,-117.87,<1HOCEAN
10946,148500.0,2.5224,19.0,2261.0,642.0,3545.0,635.0,33.74,-117.88,<1HOCEAN
10947,163500.0,3.0083,25.0,1799.0,557.0,3416.0,538.0,33.74,-117.88,<1HOCEAN
10948,183300.0,2.246,6.0,2992.0,1194.0,3800.0,1130.0,33.76,-117.87,<1HOCEAN
10949,144400.0,2.6561,14.0,5526.0,1916.0,6799.0,1796.0,33.75,-117.87,<1HOCEAN
10950,162500.0,2.6635,18.0,697.0,255.0,812.0,221.0,33.75,-117.87,<1HOCEAN
10951,158000.0,3.5972,39.0,275.0,87.0,554.0,103.0,33.75,-117.86,<1HOCEAN
10952,137500.0,1.5054,13.0,1632.0,598.0,3356.0,659.0,33.75,-117.86,<1HOCEAN
10953,102500.0,0.971,12.0,2782.0,1077.0,1968.0,795.0,33.75,-117.87,<1HOCEAN
10954,350000.0,1.7019,26.0,411.0,114.0,448.0,95.0,33.75,-117.87,<1HOCEAN
10955,235500.0,3.4345,37.0,2988.0,677.0,2354.0,666.0,33.76,-117.88,<1HOCEAN
10956,205300.0,1.7823,17.0,1768.0,474.0,1079.0,436.0,33.76,-117.88,<1HOCEAN
10957,195400.0,4.5125,50.0,1344.0,228.0,747.0,234.0,33.75,-117.88,<1HOCEAN
10958,187200.0,2.8342,34.0,3004.0,673.0,5477.0,640.0,33.75,-117.88,<1HOCEAN
10959,176800.0,3.6953,26.0,2678.0,702.0,3262.0,685.0,33.76,-117.9,<1HOCEAN
10960,163000.0,3.7143,32.0,1893.0,431.0,2245.0,426.0,33.75,-117.9,<1HOCEAN
