block_group_id,ocean_proximity
10925,<1H OCEAN
10926,<1H OCEAN
10927,<1H OCEAN
10928,<1H OCEAN
10929,<1H OCEAN
10930,<1H OCEAN
10931,<1H OCEAN
10932,<1H OCEAN
10933,<1H OCEAN
10934,<1H OCEAN
10935,<1H OCEAN
10936,<1H OCEAN
10937,<1H OCEAN
10938,<1H OCEAN
10939,<1H OCEAN
10940,<1H OCEAN
10941,<1H OCEAN
10942,<1H OCEAN
10943,<1H OCEAN
10944,<1H OCEAN
10945,<1H OCEAN
10946,<1H OCEAN
10947,<1H OCEAN
10948,<1H OCEAN
10949,<1H OCEAN
10950,<1H OCEAN
10951,<1H OCEAN
10952,<1H OCEAN
10953,<1H OCEAN
10954,<1H OCEAN
10955,<1H OCEAN
10956,<1H OCEAN
10957,<1H OCEAN
10958,<1H OCEAN
10959,<1H OCEAN
10960,<1H OCEAN
10961,<1H OCEAN
10962,<1H OCEAN
10963,<1H OCEAN
10964,<1H OCEAN
10965,<1H OCEAN
10966,<1H OCEAN
10967,<1H OCEAN
10968,<1H OCEAN
10969,<1H OCEAN
10970,<1H OCEAN
10971,<1H OCEAN
10972,<1H OCEAN
10973,<1H OCEAN
10974,<1H OCEAN
10975,<1H OCEAN
10976,<1H OCEAN
10977,<1H OCEAN
10978,<1H OCEAN
10979,<1H OCEAN
10980,<1H OCEAN
10981,<1H OCEAN
10982,<1H OCEAN
10983,<1H OCEAN
10984,<1H OCEAN
10985,<1H OCEAN
10986,<1H OCEAN
10987,<1H OCEAN
10988,<1H OCEAN
10989,<1H OCEAN
10990,<1H OCEAN
10991,<1H OCEAN
10992,<1H OCEAN
10993,<1H OCEAN
10994,<1H OCEAN
10995,<1H OCEAN
10996,<1H OCEAN
10997,<1H OCEAN
10998,<1H OCEAN
10999,<1H OCEAN
11000,<1H OCEAN
11001,<1H OCEAN
11002,<1H OCEAN
11003,<1H OCEAN
11004,<1H OCEAN
11005,<1H OCEAN
11006,<1H OCEAN
11007,<1H OCEAN
11008,<1H OCEAN
11009,<1H OCEAN
11010,<1H OCEAN
11011,<1H OCEAN
11012,<1H OCEAN
11013,<1H OCEAN
11014,<1H OCEAN
11015,<1H OCEAN
11016,<1H OCEAN
11017,<1H OCEAN
11018,<1H OCEAN
11019,<1H OCEAN
11020,<1H OCEAN
11021,<1H OCEAN
11022,<1H OCEAN
11023,<1H OCEAN
11024,<1H OCEAN
11025,<1H OCEAN
11026,<1H OCEAN
11027,<1H OCEAN
11028,<1H OCEAN
11029,<1H OCEAN
11030,<1H OCEAN
11031,<1H OCEAN
11032,<1H OCEAN
11033,<1H OCEAN
11034,<1H OCEAN
11035,<1H OCEAN
11036,<1H OCEAN
11037,<1H OCEAN
11038,<1H OCEAN
11039,<1H OCEAN
11040,<1H OCEAN
11041,<1H OCEAN
11042,<1H OCEAN
11043,<1H OCEAN
11044,<1H OCEAN
11045,<1H OCEAN
11046,<1H OCEAN
11047,<1H OCEAN
11048,<1H OCEAN
11049,<1H OCEAN
11050,<1H OCEAN
11051,<1H OCEAN
11052,<1H OCEAN
11053,<1H OCEAN
11054,<1H OCEAN
11055,<1H OCEAN
11056,<1H OCEAN
11057,<1H OCEAN
11058,<1H OCEAN
11059,<1H OCEAN
11060,<1H OCEAN
11061,<1H OCEAN
11062,<1H OCEAN
11063,<1H OCEAN
11064,<1H OCEAN
11065,<1H OCEAN
11066,<1H OCEAN
11067,<1H OCEAN
11068,<1H OCEAN
11069,<1H OCEAN
11070,<1H OCEAN
11071,<1H OCEAN
11072,<1H OCEAN
11073,<1H OCEAN
11074,<1H OCEAN
11075,<1H OCEAN
11076,<1H OCEAN
11077,<1H OCEAN
11078,<1H OCEAN
11079,<1H OCEAN
11080,<1H OCEAN
11081,<1H OCEAN
11082,<1H OCEAN
11083,<1H OCEAN
11084,<1H OCEAN
11085,<1H OCEAN
11086,<1H OCEAN
11087,<1H OCEAN
11088,<1H OCEAN
11089,<1H OCEAN
11090,<1H OCEAN
11091,<1H OCEAN
11092,<1H OCEAN
11093,<1H OCEAN
11094,<1H OCEAN
11095,<1H OCEAN
11096,<1H OCEAN
11097,<1H OCEAN
11098,<1H OCEAN
11099,<1H OCEAN
11100,<1H OCEAN
11101,<1H OCEAN
11102,<1H OCEAN
11103,<1H OCEAN
11104,<1H OCEAN
11105,<1H OCEAN
11106,<1H OCEAN
11107,<1H OCEAN
11108,<1H OCEAN
11109,<1H OCEAN
11110,<1H OCEAN
11111,<1H OCEAN
11112,<1H OCEAN
11113,<1H OCEAN
11114,<1H OCEAN
11115,<1H OCEAN
11116,<1H OCEAN
11117,<1H OCEAN
11118,<1H OCEAN
11119,<1H OCEAN
11120,<1H OCEAN
11121,<1H OCEAN
11122,<1H OCEAN
11123,<1H OCEAN
11124,<1H OCEAN
11125,<1H OCEAN
11126,<1H OCEAN
11127,<1H OCEAN
11128,<1H OCEAN
11129,<1H OCEAN
11130,<1H OCEAN
11131,<1H OCEAN
11132,<1H OCEAN
11133,<1H OCEAN
11134,<1H OCEAN
11135,<1H OCEAN
11136,<1H OCEAN
11137,<1H OCEAN
11138,<1H OCEAN
11139,<1H OCEAN
11140,<1H OCEAN
11141,<1H OCEAN
11142,<1H OCEAN
11143,<1H OCEAN
11144,<1H OCEAN
11145,<1H OCEAN
11146,<1H OCEAN
11147,<1H OCEAN
11148,<1H OCEAN
11149,<1H OCEAN
11150,<1H OCEAN
11151,<1H OCEAN
11152,<1H OCEAN
11153,<1H OCEAN
11154,<1H OCEAN
11155,<1H OCEAN
11156,<1H OCEAN
11157,<1H OCEAN
11158,<1H OCEAN
11159,<1H OCEAN
11160,<1H OCEAN
11161,<1H OCEAN
11162,<1H OCEAN
11163,<1H OCEAN
11164,<1H OCEAN
11165,<1H OCEAN
11166,<1H OCEAN
11167,<1H OCEAN
11168,<1H OCEAN
11169,<1H OCEAN
11170,<1H OCEAN
11171,<1H OCEAN
11172,<1H OCEAN
11173,<1H OCEAN
11174,<1H OCEAN
11175,<1H OCEAN
11176,<1H OCEAN
11177,<1H OCEAN
11178,<1H OCEAN
11179,<1H OCEAN
11180,<1H OCEAN
11181,<1H OCEAN
11182,<1H OCEAN
11183,<1H OCEAN
11184,<1H OCEAN
11185,<1H OCEAN
11186,<1H OCEAN
11187,<1H OCEAN
11188,<1H OCEAN
11189,<1H OCEAN
11190,<1H OCEAN
11191,<1H OCEAN
11192,<1H OCEAN
11193,<1H OCEAN
11194,<1H OCEAN
11195,<1H OCEAN
11196,<1H OCEAN
11197,<1H OCEAN
11198,<1H OCEAN
11199,<1H OCEAN
11200,<1H OCEAN
11201,<1H OCEAN
11202,<1H OCEAN
11203,<1H OCEAN
11204,<1H OCEAN
11205,<1H OCEAN
11206,<1H OCEAN
11207,<1H OCEAN
11208,<1H OCEAN
11209,<1H OCEAN
11210,<1H OCEAN
11211,<1H OCEAN
11212,<1H OCEAN
11213,<1H OCEAN
11214,<1H OCEAN
11215,<1H OCEAN
11216,<1H OCEAN
11217,<1H OCEAN
11218,<1H OCEAN
11219,<1H OCEAN
11220,<1H OCEAN
11221,<1H OCEAN
11222,<1H OCEAN
11223,<1H OCEAN
11224,<1H OCEAN
11225,<1H OCEAN
11226,<1H OCEAN
11227,<1H OCEAN
11228,<1H OCEAN
11229,<1H OCEAN
11230,<1H OCEAN
11231,<1H OCEAN
11232,<1H OCEAN
11233,<1H OCEAN
11234,<1H OCEAN
11235,<1H OCEAN
11236,<1H OCEAN
11237,<1H OCEAN
11238,<1H OCEAN
11239,<1H OCEAN
11240,<1H OCEAN
11241,<1H OCEAN
11242,<1H OCEAN
11243,<1H OCEAN
11244,<1H OCEAN
11245,<1H OCEAN
11246,<1H OCEAN
11247,<1H OCEAN
11248,<1H OCEAN
11249,<1H OCEAN
11250,<1H OCEAN
11251,<1H OCEAN
11252,<1H OCEAN
11253,<1H OCEAN
11254,<1H OCEAN
11255,<1H OCEAN
11256,<1H OCEAN
11257,<1H OCEAN
11258,<1H OCEAN
11259,<1H OCEAN
11260,<1H OCEAN
11261,<1H OCEAN
11262,<1H OCEAN
11263,<1H OCEAN
11264,<1H OCEAN
11265,<1H OCEAN
11266,<1H OCEAN
11267,<1H OCEAN
11268,<1H OCEAN
11269,<1H OCEAN
11270,<1H OCEAN
11271,<1H OCEAN
11272,<1H OCEAN
11273,<1H OCEAN
11274,<1H OCEAN
11275,<1H OCEAN
11276,<1H OCEAN
11277,<1H OCEAN
11278,<1H OCEAN
11279,<1H OCEAN
11280,<1H OCEAN
11281,<1H OCEAN
11282,<1H OCEAN
11283,<1H OCEAN
11284,<1H OCEAN
11285,<1H OCEAN
11286,<1H OCEAN
11287,<1H OCEAN
11288,<1H OCEAN
11289,<1H OCEAN
11290,<1H OCEAN
11291,<1H OCEAN
11292,<1H OCEAN
11293,<1H OCEAN
11294,<1H OCEAN
11295,<1H OCEAN
11296,<1H OCEAN
11297,<1H OCEAN
11298,<1H OCEAN
11299,<1H OCEAN
11300,<1H OCEAN
11301,<1H OCEAN
11302,<1H OCEAN
11303,<1H OCEAN
11304,<1H OCEAN
11305,<1H OCEAN
11306,<1H OCEAN
11307,<1H OCEAN
11308,<1H OCEAN
11309,<1H OCEAN
11310,<1H OCEAN
11311,<1H OCEAN
11312,<1H OCEAN
11313,<1H OCEAN
11314,<1H OCEAN
11315,<1H OCEAN
11316,<1H OCEAN
11317,<1H OCEAN
11318,<1H OCEAN
11319,<1H OCEAN
11320,<1H OCEAN
11321,<1H OCEAN
11322,<1H OCEAN
11323,<1H OCEAN
11324,<1H OCEAN
11325,<1H OCEAN
11326,<1H OCEAN
11327,<1H OCEAN
11328,<1H OCEAN
11329,<1H OCEAN
11330,<1H OCEAN
11331,<1H OCEAN
11332,<1H OCEAN
11333,<1H OCEAN
11334,<1H OCEAN
11335,<1H OCEAN
11336,<1H OCEAN
11337,<1H OCEAN
11338,<1H OCEAN
11339,<1H OCEAN
11340,<1H OCEAN
11341,<1H OCEAN
11342,<1H OCEAN
11343,<1H OCEAN
11344,<1H OCEAN
11345,<1H OCEAN
11346,<1H OCEAN
11347,<1H OCEAN
11348,<1H OCEAN
11349,<1H OCEAN
11350,<1H OCEAN
11351,<1H OCEAN
11352,<1H OCEAN
11353,<1H OCEAN
11354,<1H OCEAN
11355,<1H OCEAN
11356,<1H OCEAN
11357,<1H OCEAN
11358,<1H OCEAN
11359,<1H OCEAN
11360,<1H OCEAN
11361,<1H OCEAN
11362,<1H OCEAN
11363,<1H OCEAN
11364,<1H OCEAN
11365,<1H OCEAN
11366,<1H OCEAN
11367,<1H OCEAN
11368,<1H OCEAN
11369,<1H OCEAN
11370,<1H OCEAN
11371,<1H OCEAN
11372,<1H OCEAN
11373,<1H OCEAN
11374,<1H OCEAN
11375,<1H OCEAN
11376,<1H OCEAN
11377,<1H OCEAN
11378,<1H OCEAN
11379,<1H OCEAN
11380,<1H OCEAN
11381,<1H OCEAN
11382,<1H OCEAN
11383,<1H OCEAN
11384,<1H OCEAN
11385,<1H OCEAN
11386,<1H OCEAN
11387,<1H OCEAN
11388,<1H OCEAN
11389,<1H OCEAN
11390,NEAR OCEAN
11391,<1H OCEAN
11392,<1H OCEAN
11393,<1H OCEAN
11394,<1H OCEAN
11395,<1H OCEAN
11396,<1H OCEAN
11397,<1H OCEAN
11398,<1H OCEAN
11399,<1H OCEAN
11400,<1H OCEAN
11401,<1H OCEAN
11402,<1H OCEAN
11403,<1H OCEAN
11404,<1H OCEAN
11405,<1H OCEAN
11406,<1H OCEAN
11407,<1H OCEAN
11408,<1H OCEAN
11409,<1H OCEAN
11410,<1H OCEAN
11411,<1H OCEAN
11412,<1H OCEAN
11413,<1H OCEAN
11414,<1H OCEAN
11415,<1H OCEAN
11416,<1H OCEAN
11417,<1H OCEAN
11418,<1H OCEAN
11419,<1H OCEAN
11420,<1H OCEAN
11421,<1H OCEAN
11422,<1H OCEAN
11423,<1H OCEAN
11424,<1H OCEAN
11425,<1H OCEAN
11426,<1H OCEAN
11427,<1H OCEAN
11428,<1H OCEAN
11429,<1H OCEAN
11430,<1H OCEAN
11431,<1H OCEAN
11432,<1H OCEAN
11433,<1H OCEAN
11434,<1H OCEAN
11435,<1H OCEAN
11436,NEAR OCEAN
11437,<1H OCEAN
11438,<1H OCEAN
11439,<1H OCEAN
11440,NEAR OCEAN
11441,<1H OCEAN
11442,<1H OCEAN
11443,<1H OCEAN
11444,<1H OCEAN
11445,<1H OCEAN
11446,<1H OCEAN
11447,<1H OCEAN
11448,<1H OCEAN
11449,<1H OCEAN
11450,<1H OCEAN
11451,<1H OCEAN
11452,<1H OCEAN
11453,<1H OCEAN
11454,NEAR OCEAN
11455,NEAR OCEAN
11456,NEAR OCEAN
11457,NEAR OCEAN
11458,NEAR OCEAN
11459,<1H OCEAN
11460,<1H OCEAN
11461,<1H OCEAN
11462,<1H OCEAN
11463,<1H OCEAN
11464,<1H OCEAN
11465,<1H OCEAN
11466,NEAR OCEAN
11467,<1H OCEAN
11468,<1H OCEAN
11469,NEAR OCEAN
11470,NEAR OCEAN
11471,<1H OCEAN
11472,<1H OCEAN
11473,<1H OCEAN
11474,<1H OCEAN
11475,<1H OCEAN
11476,<1H OCEAN
11477,<1H OCEAN
11478,<1H OCEAN
11479,<1H OCEAN
11480,<1H OCEAN
11481,<1H OCEAN
11482,<1H OCEAN
11483,<1H OCEAN
11484,<1H OCEAN
11485,<1H OCEAN
11486,<1H OCEAN
11487,<1H OCEAN
11488,<1H OCEAN
11489,<1H OCEAN
11490,<1H OCEAN
11491,<1H OCEAN
11492,<1H OCEAN
11493,<1H OCEAN
11494,<1H OCEAN
11495,<1H OCEAN
11496,<1H OCEAN
11497,<1H OCEAN
11498,NEAR OCEAN
11499,<1H OCEAN
11500,<1H OCEAN
11501,<1H OCEAN
11502,NEAR OCEAN
11503,<1H OCEAN
11504,NEAR OCEAN
11505,NEAR OCEAN
11506,NEAR OCEAN
11507,NEAR OCEAN
11508,NEAR OCEAN
11509,NEAR OCEAN
11510,NEAR OCEAN
11511,NEAR OCEAN
11512,NEAR OCEAN
11513,NEAR OCEAN
11514,NEAR OCEAN
11515,NEAR OCEAN
11516,NEAR OCEAN
11517,NEAR OCEAN
11518,NEAR OCEAN
11519,NEAR OCEAN
11520,NEAR OCEAN
11521,NEAR OCEAN
11522,<1H OCEAN
11523,NEAR OCEAN
11524,<1H OCEAN
11525,<1H OCEAN
11526,<1H OCEAN
11527,<1H OCEAN
11528,<1H OCEAN
11529,<1H OCEAN
11530,<1H OCEAN
11531,<1H OCEAN
11532,<1H OCEAN
11533,<1H OCEAN
11534,<1H OCEAN
11535,<1H OCEAN
11536,<1H OCEAN
11537,<1H OCEAN
11538,<1H OCEAN
11539,<1H OCEAN
11540,<1H OCEAN
11541,<1H OCEAN
11542,<1H OCEAN
11543,<1H OCEAN
11544,<1H OCEAN
11545,<1H OCEAN
11546,<1H OCEAN
11547,<1H OCEAN
11548,<1H OCEAN
11549,<1H OCEAN
11550,<1H OCEAN
11551,<1H OCEAN
11552,<1H OCEAN
11553,<1H OCEAN
11554,<1H OCEAN
11555,<1H OCEAN
11556,<1H OCEAN
11557,<1H OCEAN
11558,<1H OCEAN
11559,<1H OCEAN
11560,<1H OCEAN
11561,<1H OCEAN
11562,<1H OCEAN
11563,<1H OCEAN
11564,<1H OCEAN
11565,<1H OCEAN
11566,<1H OCEAN
11567,<1H OCEAN
11568,<1H OCEAN
11569,<1H OCEAN
11570,<1H OCEAN
11571,<1H OCEAN
11572,<1H OCEAN
11573,<1H OCEAN
11574,<1H OCEAN
11575,<1H OCEAN
11576,<1H OCEAN
11577,<1H OCEAN
11578,<1H OCEAN
11579,<1H OCEAN
11580,<1H OCEAN
11581,<1H OCEAN
11582,<1H OCEAN
11583,<1H OCEAN
11584,<1H OCEAN
11585,<1H OCEAN
11586,<1H OCEAN
11587,<1H OCEAN
11588,<1H OCEAN
11589,<1H OCEAN
11590,<1H OCEAN
11591,<1H OCEAN
11592,<1H OCEAN
11593,<1H OCEAN
11594,<1H OCEAN
11595,<1H OCEAN
11596,<1H OCEAN
11597,<1H OCEAN
11598,<1H OCEAN
11599,<1H OCEAN
11600,<1H OCEAN
11601,<1H OCEAN
11602,<1H OCEAN
11603,<1H OCEAN
11604,<1H OCEAN
11605,<1H OCEAN
11606,<1H OCEAN
11607,<1H OCEAN
11608,<1H OCEAN
11609,<1H OCEAN
11610,<1H OCEAN
11611,<1H OCEAN
11612,<1H OCEAN
11613,<1H OCEAN
11614,<1H OCEAN
11615,<1H OCEAN
11616,<1H OCEAN
11617,<1H OCEAN
11618,<1H OCEAN
11619,<1H OCEAN
11620,<1H OCEAN
11621,<1H OCEAN
11622,<1H OCEAN
11623,<1H OCEAN
11624,<1H OCEAN
11625,<1H OCEAN
11626,<1H OCEAN
11627,<1H OCEAN
11628,<1H OCEAN
11629,<1H OCEAN
11630,<1H OCEAN
11631,<1H OCEAN
11632,<1H OCEAN
11633,<1H OCEAN
11634,<1H OCEAN
11635,<1H OCEAN
11636,<1H OCEAN
11637,<1H OCEAN
11638,<1H OCEAN
11639,<1H OCEAN
11640,<1H OCEAN
11641,<1H OCEAN
11642,<1H OCEAN
11643,<1H OCEAN
11644,<1H OCEAN
11645,<1H OCEAN
11646,<1H OCEAN
11647,<1H OCEAN
11648,<1H OCEAN
11649,<1H OCEAN
11650,<1H OCEAN
11651,<1H OCEAN
11652,<1H OCEAN
11653,<1H OCEAN
11654,<1H OCEAN
11655,<1H OCEAN
11656,<1H OCEAN
11657,<1H OCEAN
11658,<1H OCEAN
11659,<1H OCEAN
11660,<1H OCEAN
11661,<1H OCEAN
11662,<1H OCEAN
11663,<1H OCEAN
11664,<1H OCEAN
11665,<1H OCEAN
11666,<1H OCEAN
11667,<1H OCEAN
11668,<1H OCEAN
11669,<1H OCEAN
11670,<1H OCEAN
11671,<1H OCEAN
11672,<1H OCEAN
11673,<1H OCEAN
11674,<1H OCEAN
11675,<1H OCEAN
11676,<1H OCEAN
11677,<1H OCEAN
11678,<1H OCEAN
11679,<1H OCEAN
11680,<1H OCEAN
11681,<1H OCEAN
11682,<1H OCEAN
11683,<1H OCEAN
11684,<1H OCEAN
11685,<1H OCEAN
11686,<1H OCEAN
11687,<1H OCEAN
11688,<1H OCEAN
11689,<1H OCEAN
11690,<1H OCEAN
11691,<1H OCEAN
11692,<1H OCEAN
11693,<1H OCEAN
11694,<1H OCEAN
11695,<1H OCEAN
11696,<1H OCEAN
11697,<1H OCEAN
11698,<1H OCEAN
11699,<1H OCEAN
11700,<1H OCEAN
11701,<1H OCEAN
11702,<1H OCEAN
11703,<1H OCEAN
11704,<1H OCEAN
11705,<1H OCEAN
11706,INLAND
11707,INLAND
11708,INLAND
11709,INLAND
11710,INLAND
11711,INLAND
11712,INLAND
11713,INLAND
11714,INLAND
11715,INLAND
11716,INLAND
11717,INLAND
11718,INLAND
11719,INLAND
11720,INLAND
11721,INLAND
11722,INLAND
11723,INLAND
11724,INLAND
11725,INLAND
11726,INLAND
11727,INLAND
11728,INLAND
11729,INLAND
11730,INLAND
11731,INLAND
11732,INLAND
11733,INLAND
11734,INLAND
11735,INLAND
11736,INLAND
11737,INLAND
11738,INLAND
11739,INLAND
11740,INLAND
11741,INLAND
11742,INLAND
11743,INLAND
11744,INLAND
11745,INLAND
11746,INLAND
11747,INLAND
11748,INLAND
11749,INLAND
11750,INLAND
11751,INLAND
11752,INLAND
11753,INLAND
11754,INLAND
11755,INLAND
11756,INLAND
11757,INLAND
11758,INLAND
11759,INLAND
11760,INLAND
11761,INLAND
11762,INLAND
11763,INLAND
11764,INLAND
11765,INLAND
11766,INLAND
11767,INLAND
11768,INLAND
11769,INLAND
11770,INLAND
11771,INLAND
11772,INLAND
11773,INLAND
11774,INLAND
11775,INLAND
11776,INLAND
11777,INLAND
11778,INLAND
11779,INLAND
11780,INLAND
11781,INLAND
11782,INLAND
11783,INLAND
11784,INLAND
11785,INLAND
11786,INLAND
11787,INLAND
11788,INLAND
11789,INLAND
11790,INLAND
11791,INLAND
11792,INLAND
11793,INLAND
11794,INLAND
11795,INLAND
11796,INLAND
11797,INLAND
11798,INLAND
11799,INLAND
11800,INLAND
11801,INLAND
11802,INLAND
11803,INLAND
11804,INLAND
11805,INLAND
11806,INLAND
11807,INLAND
11808,INLAND
11809,INLAND
11810,INLAND
11811,INLAND
11812,INLAND
11813,INLAND
11814,INLAND
11815,INLAND
11816,INLAND
11817,INLAND
11818,INLAND
11819,INLAND
11820,INLAND
11821,INLAND
11822,INLAND
11823,INLAND
11824,INLAND
11825,INLAND
11826,INLAND
11827,INLAND
11828,INLAND
11829,INLAND
11830,INLAND
11831,INLAND
11832,INLAND
11833,INLAND
11834,INLAND
11835,INLAND
11836,INLAND
11837,INLAND
11838,INLAND
11839,INLAND
11840,INLAND
11841,INLAND
11842,INLAND
11843,INLAND
11844,INLAND
11845,INLAND
11846,INLAND
11847,INLAND
11848,INLAND
11849,INLAND
11850,INLAND
11851,INLAND
11852,INLAND
11853,INLAND
11854,INLAND
11855,INLAND
11856,INLAND
11857,INLAND
11858,INLAND
11859,INLAND
11860,INLAND
11861,INLAND
11862,INLAND
11863,INLAND
11864,INLAND
11865,INLAND
11866,INLAND
11867,INLAND
11868,INLAND
11869,INLAND
11870,INLAND
11871,INLAND
11872,INLAND
11873,INLAND
11874,INLAND
11875,INLAND
11876,INLAND
11877,INLAND
11878,INLAND
11879,INLAND
11880,INLAND
11881,INLAND
11882,INLAND
11883,INLAND
11884,INLAND
11885,INLAND
11886,INLAND
11887,INLAND
11888,INLAND
11889,INLAND
11890,INLAND
11891,INLAND
11892,INLAND
11893,INLAND
11894,INLAND
11895,INLAND
11896,INLAND
11897,INLAND
11898,INLAND
11899,INLAND
11900,INLAND
11901,INLAND
11902,INLAND
11903,INLAND
11904,INLAND
11905,INLAND
11906,INLAND
11907,INLAND
11908,INLAND
11909,INLAND
11910,INLAND
11911,INLAND
11912,INLAND
11913,INLAND
11914,INLAND
11915,INLAND
11916,INLAND
11917,INLAND
11918,INLAND
11919,INLAND
11920,INLAND
11921,INLAND
11922,INLAND
11923,INLAND
11924,INLAND
11925,INLAND
11926,INLAND
11927,INLAND
11928,INLAND
11929,INLAND
11930,INLAND
11931,INLAND
11932,INLAND
11933,INLAND
11934,INLAND
11935,INLAND
11936,INLAND
11937,INLAND
11938,INLAND
11939,INLAND
11940,INLAND
11941,INLAND
11942,INLAND
11943,INLAND
11944,INLAND
11945,INLAND
11946,INLAND
11947,INLAND
11948,INLAND
11949,INLAND
11950,INLAND
11951,INLAND
11952,INLAND
11953,INLAND
11954,INLAND
11955,INLAND
11956,INLAND
11957,INLAND
11958,INLAND
11959,INLAND
11960,INLAND
11961,INLAND
11962,INLAND
11963,INLAND
11964,INLAND
11965,INLAND
11966,INLAND
11967,INLAND
11968,INLAND
11969,INLAND
11970,INLAND
11971,INLAND
11972,INLAND
11973,INLAND
11974,INLAND
11975,INLAND
11976,INLAND
11977,INLAND
11978,INLAND
11979,INLAND
11980,INLAND
11981,INLAND
11982,INLAND
11983,INLAND
11984,INLAND
11985,INLAND
11986,INLAND
11987,INLAND
11988,INLAND
11989,INLAND
11990,INLAND
11991,INLAND
11992,INLAND
11993,INLAND
11994,INLAND
11995,INLAND
11996,INLAND
11997,INLAND
11998,INLAND
11999,INLAND
12000,INLAND
12001,INLAND
12002,INLAND
12003,INLAND
12004,INLAND
12005,INLAND
12006,INLAND
12007,INLAND
12008,INLAND
12009,INLAND
12010,INLAND
12011,INLAND
12012,INLAND
12013,INLAND
12014,INLAND
12015,INLAND
12016,INLAND
12017,INLAND
12018,INLAND
12019,INLAND
12020,INLAND
12021,INLAND
12022,INLAND
12023,INLAND
12024,INLAND
12025,INLAND
12026,INLAND
12027,INLAND
12028,INLAND
12029,INLAND
12030,INLAND
12031,INLAND
12032,INLAND
12033,INLAND
12034,INLAND
12035,INLAND
12036,INLAND
12037,INLAND
12038,INLAND
12039,INLAND
12040,INLAND
12041,INLAND
12042,INLAND
12043,INLAND
12044,INLAND
12045,INLAND
12046,INLAND
12047,INLAND
12048,INLAND
12049,INLAND
12050,INLAND
12051,INLAND
12052,INLAND
12053,INLAND
12054,INLAND
12055,INLAND
12056,INLAND
12057,INLAND
12058,INLAND
12059,INLAND
12060,INLAND
12061,INLAND
12062,INLAND
12063,INLAND
12064,INLAND
12065,INLAND
12066,INLAND
12067,INLAND
12068,INLAND
12069,INLAND
12070,INLAND
12071,<1H OCEAN
12072,INLAND
12073,INLAND
12074,<1H OCEAN
12075,INLAND
12076,INLAND
12077,INLAND
12078,<1H OCEAN
12079,INLAND
12080,INLAND
12081,INLAND
12082,<1H OCEAN
12083,INLAND
12084,INLAND
12085,INLAND
12086,INLAND
12087,INLAND
12088,INLAND
12089,INLAND
12090,INLAND
12091,INLAND
12092,INLAND
12093,INLAND
12094,INLAND
12095,INLAND
12096,INLAND
12097,INLAND
12098,INLAND
12099,INLAND
12100,INLAND
12101,INLAND
12102,INLAND
12103,INLAND
12104,INLAND
12105,INLAND
12106,INLAND
12107,INLAND
12108,INLAND
12109,INLAND
12110,INLAND
12111,INLAND
12112,INLAND
12113,INLAND
12114,INLAND
12115,INLAND
12116,INLAND
12117,INLAND
12118,INLAND
12119,INLAND
12120,INLAND
12121,INLAND
12122,INLAND
12123,INLAND
12124,INLAND
12125,INLAND
12126,INLAND
12127,INLAND
12128,INLAND
12129,INLAND
12130,INLAND
12131,INLAND
12132,INLAND
12133,INLAND
12134,INLAND
12135,INLAND
12136,INLAND
12137,INLAND
12138,INLAND
12139,INLAND
12140,INLAND
12141,INLAND
12142,INLAND
12143,INLAND
12144,INLAND
12145,INLAND
12146,<1H OCEAN
12147,<1H OCEAN
12148,<1H OCEAN
12149,<1H OCEAN
12150,<1H OCEAN
12151,<1H OCEAN
12152,<1H OCEAN
12153,<1H OCEAN
12154,<1H OCEAN
12155,<1H OCEAN
12156,<1H OCEAN
12157,<1H OCEAN
12158,INLAND
12159,INLAND
12160,INLAND
12161,INLAND
12162,INLAND
12163,INLAND
12164,INLAND
12165,<1H OCEAN
12166,INLAND
12167,INLAND
12168,INLAND
12169,INLAND
12170,INLAND
12171,INLAND
12172,INLAND
12173,INLAND
12174,INLAND
12175,INLAND
12176,INLAND
12177,INLAND
12178,INLAND
12179,INLAND
12180,INLAND
12181,<1H OCEAN
12182,<1H OCEAN
12183,<1H OCEAN
12184,<1H OCEAN
12185,<1H OCEAN
12186,<1H OCEAN
12187,<1H OCEAN
12188,<1H OCEAN
12189,<1H OCEAN
12190,<1H OCEAN
12191,<1H OCEAN
12192,<1H OCEAN
12193,<1H OCEAN
12194,<1H OCEAN
12195,<1H OCEAN
12196,<1H OCEAN
12197,<1H OCEAN
12198,<1H OCEAN
12199,<1H OCEAN
12200,<1H OCEAN
12201,<1H OCEAN
12202,<1H OCEAN
12203,<1H OCEAN
12204,<1H OCEAN
12205,<1H OCEAN
12206,<1H OCEAN
12207,<1H OCEAN
12208,INLAND
12209,<1H OCEAN
12210,INLAND
12211,INLAND
12212,<1H OCEAN
12213,<1H OCEAN
12214,<1H OCEAN
12215,<1H OCEAN
12216,<1H OCEAN
12217,<1H OCEAN
12218,<1H OCEAN
12219,<1H OCEAN
12220,<1H OCEAN
12221,<1H OCEAN
12222,INLAND
12223,INLAND
12224,INLAND
12225,INLAND
12226,INLAND
12227,INLAND
12228,INLAND
12229,INLAND
12230,INLAND
12231,INLAND
12232,INLAND
12233,INLAND
12234,INLAND
12235,INLAND
12236,INLAND
12237,INLAND
12238,INLAND
12239,INLAND
12240,INLAND
12241,INLAND
12242,INLAND
12243,INLAND
12244,INLAND
12245,INLAND
12246,INLAND
12247,INLAND
12248,INLAND
12249,INLAND
12250,INLAND
